Perfil,Coord_X,Coord_Y,Lim_sup,Lim_inf,Da,CO_g
CSp-NIII_F2-82-0027,707067.2027,9917041.716,0,20,0.96,31.79
CSp-NIII_F2-82-0028,707193.8075,9915817.885,0,10,1,22.91
CSp-NIII_F2-82-0033,708748.733,9917133.232,0,10,0.96,31.73
CSp-NIII_F2-82-0034,713937.3489,9919192.054,0,25,0.99,19.49
CSp-NIII_F2-87-0075,718010.8346,9922972.642,0,10,0.97,29.18
CSp-NIII_F2-87-0076,717960.3958,9923026.918,0,10,0.92,47.04
CSp-NIII_F2-87-0079,716337.5731,9922491.424,0,5,1.17,3.89
CSp-NIII_F2-87-0080,715336.0897,9921255.527,0,10,0.91,46.81
CSp-NIII_F2-87-0082,714350.9371,9921196.383,0,10,0.75,37.3
CSp-NIII_F2-87-0082,714350.9371,9921196.383,10,30,1.06,14.15
CSp-NIII_F2-87-0083,713200.1268,9921515.1,0,20,1.01,19.08
CSp-NIII_F2-87-0097,708303.0439,9922834.084,0,25,1.04,37.35
CSp-NIII_F2-87-0098,708413.9295,9922036.609,0,25,0.8,38.98
CSp-NIII_F2-87-0099,709279.014,9920988.141,0,15,0.86,42.29
CSp-NIII_F2-87-0100,710502.7797,9920879.588,0,28,0.82,24.01
CSp-NIII_F2-87-0101,708236.4838,9919695.51,0,20,1.15,31.09
CSp-NIII_F2-88-0013,710915,9917534,0,20,1.09,26.33
CSp-NIII_F2-88-0014,709808,9918820,0,15,0.83,36.83
CSp-NIII_F2-88-0015,706516,9914791,0,20,1.16,11.95
CSp-NIII_F2-88-0016,706065,9914502,0,15,0.83,45.88
CSp-NIII_F2-88-0020,717233.3744,9921832.722,0,15,0.73,43.85
CSp-NIII_F2-88-0021,715798.5395,9921189.665,0,15,1.09,40.14
CSp-NIII_F2-88-0021,715798.5395,9921189.665,15,30,1.03,15.26
CSp-NIII_F2-88-0022,715413.1523,9920915.872,0,15,0.79,58.47
CSp-NIII_F2-88-0023,715305.053,9920612.998,0,15,0.94,37.65
CSp-NIII_F2-90-0033,710679.0621,9924015.426,0,15,0.63,54.35
CSp-NIII_F2-90-0034,708529.1117,9909691.604,0,15,0.62,56.21
CSp-NIII_F4-81-0009,700691.1928,9906741.022,0,18,0.86,35.32
CSp-NIII_F4-81-0010,701278.3936,9906397.285,0,20,0.9,13.11
CSp-NIII_F4-81-0011,702121.0084,9904914.013,0,15,1.03,30.51
CSp-NIII_F4-81-0030,700981.5423,9890144.245,0,16,0.89,33.76
CSp-NIII_F4-81-0033,695589.1308,9889699.578,0,15,0.69,29.81
CSp-NIII_F4-81-0034,695882.4894,9890586.882,0,10,0.8,42.29
CSp-NIII_F4-81-0034,695882.4894,9890586.882,10,30,1,23.32
CSp-NIII_F4-81-0035,696918.3215,9893678.936,0,15,0.74,43.27
CSp-NIII_F4-81-0040,701618.4927,9893640.502,0,15,0.87,33.41
CSp-NIII_F4-81-0041,701748,9894943,0,25,1.01,23.96
CSp-NIII_F4-81-0042,698047.1562,9900510.466,0,10,1.01,37.53
CSp-NIII_F4-81-0042,698047.1562,9900510.466,10,27,1.07,10.96
CSp-NIII_F4-81-0043,697518.4831,9899524.378,0,20,0.96,34.51
CSp-NIII_F4-82-0032,717381.5139,9896966.767,0,10,0.92,42.4
CSp-NIII_F4-87-0092,711743.6314,9903075.234,0,25,0.79,35.09
CSp-NIII_F4-87-0093,708825.4619,9904617.962,0,10,0.73,58.47
CSp-NIII_F4-87-0094,708892.0565,9904400.806,0,20,0.91,39.1
CSp-NIII_F4-87-0096,707273.5346,9899030.944,0,10,0.98,39.1
CSp-NIII_F4-87-0096,707273.5346,9899030.944,10,25,1.05,19.78
CSp-NIII_F4-87-0104,703687.8878,9890470.829,0,22,0.65,31.55
CSp-NIII_F4-87-0105,702809.1764,9890823.005,0,15,0.5,20.42
CSp-NIII_F4-87-0119,703016.6419,9891447.32,0,20,0.72,34.57
CSp-NIII_F4-87-0120,705232.1998,9892300.523,0,10,0.89,31.38
CSp-NIII_F4-87-0121,701062.6752,9891837.822,0,27,0.73,42.92
CSp-NIII_F4-87-0122,701125.7056,9891506.152,0,20,1.05,20.36
CSp-NIII_F4-87-0123,702168.5526,9892342.608,0,18,0.56,34.74
CSp-NIII_F4-87-0123,702168.5526,9892342.608,18,30,1.04,13.23
CSp-NIII_F4-87-0124,701617.2993,9893006.74,0,15,0.85,30.05
CSp-NIII_F4-88-0011,711631,9903517,0,15,0.93,41.01
CSp-NIII_F4-88-0012,711462,9902738,0,30,0.77,23.67
CSp-NIII_F4-88-0036,707036,9899725,0,10,1.18,20.13
CSp-NIII_F4-88-0036,707036,9899725,10,30,1.07,4.58
CSp-NIV_B1-81-0024,691388.262,9887666.382,0,25,0.8,49.48
CSp-NIV_B1-81-0025,690831.2535,9887985.938,0,10,0.82,38.98
CSp-NIV_B1-81-0025,690831.2535,9887985.938,10,30,1.03,18.04
CSp-NIV_B1-81-0026,689008.1981,9885242.935,0,20,0.81,43.33
CSp-NIV_B1-81-0031,693475.2972,9875275.753,0,15,0.91,54.7
CSp-NIV_B1-81-0032,690828.8518,9879604.043,0,15,0.84,41.71
CSp-NIV_B1-88-0024,692921.9968,9882108.998,0,15,0.81,57.02
CSp-NIV_B1-88-0025,688473.9835,9882209.997,0,25,1.08,27.38
CSp-NIV_B1-90-0024,694196,9871447,0,20,0.6,35.32
CSp-NIV_B1-90-0026,691017,9881316,0,20,0.59,46.29
CSp-NIV_B1-90-0027,690491,9881267,0,15,0.82,39.39
CSp-NIV_B2-81-0013,712306.0279,9873245.641,0,15,0.77,55.22
CSp-NIV_B2-81-0014,712508.2317,9873618.726,0,12,0.75,36.14
CSp-NIV_B2-81-0014,712508.2317,9873618.726,12,30,0.97,27.15
CSp-NIV_B2-81-0015,713064.9842,9873824.086,0,7,1.03,31.79
CSp-NIV_B2-81-0016,718291.7395,9873525.469,0,25,0.85,47.39
CSp-NIV_B2-81-0017,720118.1479,9873536.44,0,15,0.81,25.75
CSp-NIV_B2-81-0027,699716.7655,9887857.953,0,20,0.67,36.83
CSp-NIV_B2-81-0028,701286.9104,9887211.91,0,15,0.9,41.13
CSp-NIV_B2-81-0029,701310.7902,9887896.849,0,19,0.89,28.6
CSp-NIV_B2-81-0036,722448.5339,9882865.475,0,25,0.69,71.87
CSp-NIV_B2-81-0037,720380.5405,9882260.237,0,17,1.13,39.04
CSp-NIV_B2-81-0038,719095.5862,9881935.201,0,20,0.82,43.39
CSp-NIV_B2-81-0039,712431.7641,9882647.455,0,30,0.56,54.64
CSp-NIV_B2-82-0017,715241.9749,9874857.873,0,30,1.02,27.96
CSp-NIV_B2-82-0019,713102.6526,9879336.143,0,30,0.88,50.46
CSp-NIV_B2-82-0021,717953.742,9874196.953,0,30,0.95,48.78
CSp-NIV_B2-82-0022,705527.2287,9875863.387,0,25,0.85,37.24
CSp-NIV_B2-82-0023,705195.3588,9874808.164,0,7,1,22.97
CSp-NIV_B2-82-0023,705195.3588,9874808.164,7,25,1.05,1.91
CSp-NIV_B2-82-0024,703671.0994,9873482.436,0,30,0.96,38.57
CSp-NIV_B2-87-0071,715465.6905,9871566.974,0,30,0.82,65.49
CSp-NIV_B2-87-0072,716034.561,9872104.546,0,30,0.77,58
CSp-NIV_B2-87-0073,715376.5966,9872817.86,0,20,0.85,50.64
CSp-NIV_B2-87-0089,698678.9891,9876332.267,0,15,0.72,53.77
CSp-NIV_B2-87-0090,697157.7016,9876790.853,0,10,0.79,42.17
CSp-NIV_B2-87-0103,706971.1778,9888624.104,0,15,0.72,47.39
CSp-NIV_B2-88-0017,721933.823,9879676.66,0,30,1.03,50.7
CSp-NIV_B2-88-0018,720511,9876498,0,30,0.94,26.8
CSp-NIV_B2-88-0019,718519,9875023,0,30,1.01,52.32
CSp-NIV_B2-90-0014,708905,9871091,0,5,0.87,51.28
CSp-NIV_B2-90-0016,707982,9871010,0,25,1.12,10.56
CSp-NIV_B2-90-0017,716424,9876241,0,10,0.47,52.49
CSp-NIV_B2-90-0021,711081,9871151,0,15,0.83,46.52
CSp-NIV_B2-90-0025,697795,9884267,0,10,0.58,49.83
CSp-NIV_B3-87-0001,692101.5015,9858118.777,0,18,0.65,55.39
CSp-NIV_B3-87-0002,691597.0281,9859655.897,0,25,1.06,26.51
CSp-NIV_B3-87-0004,685389.9726,9856911.504,0,10,1.09,15.43
CSp-NIV_B3-87-0004,685389.9726,9856911.504,10,30,1.09,8.24
CSp-NIV_B3-87-0005,687214.9638,9857019.562,0,24,1.09,18.79
CSp-NIV_B3-88-0038,694531.9694,9856285.486,0,10,0.81,62.47
CSp-NIV_B3-88-0039,693126.9511,9857176.038,0,25,0.65,38.28
CSp-NIV_B3-88-0040,692540.9517,9857966.06,0,25,0.6,30.28
CSp-NIV_B3-88-0041,691934.6718,9857839.195,0,10,0.81,61.25
CSp-NIV_B3-88-0042,691126.9988,9863491,0,30,0.88,38.05
CSp-NIV_B3-88-0049,694287.039,9863804.066,0,20,0.87,55.8
CSp-NIV_B3-88-0050,691741,9866406,0,30,1.01,29.81
CSp-NIV_B3-90-0035,691641.4088,9853991.736,0,15,0.48,62.53
CSp-NIV_B3-90-0036,688667.1794,9854048.57,0,10,0.43,50.87
CSp-NIV_B3-90-0037,689111.348,9854228.777,0,20,0.55,54
CSp-NIV_B3-90-0038,688110.6142,9855833.247,0,15,1.05,23.72
CSp-NIV_B4-86-0015,715033.6503,9863331.065,0,30,0.71,51.51
CSp-NIV_B4-86-0017,719530.3917,9857289.073,0,25,1.12,55.05
CSp-NIV_B4-92-0006,719020,9853905,0,25,0.81,57.89
CSp-NIV_B4-92-0007,720466,9854844,0,26,1.07,24.3
CSp-NIV_B4-92-0008,720389,9855359,0,23,0.97,41.65
CSp-NIV_B4-92-0015,714493,9867972,0,30,1.11,60.79
CSp-NIV_B4-92-0016,714747,9867162,0,20,0.87,57.25
CSp-NIV_B4-92-0017,715530,9867365,0,30,0.93,44.26
CSp-NIV_B4-95-0010,722033.7831,9861589.765,0,25,0.94,53.07
CSp-NIV_B4-95-0011,720760.3452,9860732.092,0,30,0.93,43.56
CSp-NIV_B4-95-0012,720747.7011,9860135.53,0,20,0.94,54.35
CSp-NIV_B4-95-0014,711843.2588,9865514.898,0,30,0.7,71
CSp-NIV_B4-95-0015,711271.4053,9864853.644,0,30,0.67,65.6
CSp-NIV_B4-96-0001,720375,9856301,0,30,0.78,42.29
CSp-NIV_B4-96-0005,696698.5325,9854512.422,0,23,0.81,32.08
CSp-NIV_B4-96-0008,717437,9856309,0,30,0.83,69.43
CSp-NIV_B4-96-0009,718079.9594,9856624.914,0,30,0.85,84.4
CSp-NIV_B4-96-0015,720139.7934,9864201.332,0,25,0.89,57.25
CSp-NIV_B4-96-0017,717807,9865010,0,25,1.05,44.95
CSp-NIV_B4-96-0020,698119.3524,9870259.087,0,28,1.06,20.65
CSp-NIV_B4-96-0021,701209.215,9869462.459,0,18,0.67,62.7
CSp-NIV_B4-96-0022,697345.4546,9870441.178,0,18,0.72,45.07
CSp-NIV_B4-96-0023,696767.5375,9865736.953,0,20,0.76,53.54
CSp-NIV_B4-96-0024,696654.8265,9865635.929,0,28,0.75,35.38
CSp-NIV_B4-96-0025,698738.8786,9862567.943,0,28,1.01,28.13
CSp-NIV_B4-96-0026,701105.078,9860551.977,0,26,1.07,16.47
CSp-NIV_B4-96-0027,700647.7347,9862295.244,0,26,1.03,20.48
CSp-NIV_B4-96-0028,700433.0968,9862935.077,0,30,0.78,32.37
CSp-NIV_B4-96-0108,696703.149,9854350.274,0,25,0.77,50.23
CSp-NIV_B4-96-0109,697647.0257,9853733.287,0,15,0.8,65.08
CSp-NIV_B4-96-0114,705606.5186,9855054.972,0,15,0.54,54.58
CSp-NIV_B4-96-0115,705846.8595,9854372.232,0,20,0.78,59.34
CSp-NIV_B4-96-0117,706354.186,9855762.344,0,30,0.87,44.49
CSp-NIV_B4-98-0009,705815.3072,9853413.487,0,20,0.79,60.67
CSp-NIV_B4-98-0010,719155.916,9855659.396,0,30,0.84,61.6
CSp-NIV_B4-98-0011,720165.4012,9857005.424,0,20,0.92,50.06
CSp-NIV_B4-98-0012,720535,9857156,0,30,0.99,37.3
CSp-NIV_B4-98-0013,712102.0203,9866547.146,0,18,0.81,64.62
CSp-NIV_B4-98-0014,712171.4079,9866321.421,0,15,0.74,61.37
CSp-NIV_B4-98-0015,712585.2604,9866229.715,0,20,0.75,66.82
CSp-NIV_B4-98-0016,714697.5857,9866715.102,0,20,0.83,66.88
CSp-NIV_B4-98-0017,716285.7941,9866167.688,0,20,0.77,50.17
CSp-NIV_B4-98-0018,702988.2623,9868859.024,0,10,0.66,62.24
CSp-NIV_B4-98-0019,702499.0361,9868887.497,0,10,0.73,90.49
CSp-NIV_B4-98-0020,702151.1152,9869045.173,0,16,0.92,47.33
CSp-NIV_B4-98-0021,701797.652,9869175.125,0,20,0.91,41.88
CSp-NIV_B4-98-0022,701557.4051,9869287.3,0,30,0.81,36.14
CSp-NIV_B4-98-0023,702537.7819,9859629.633,0,15,1.04,23.43
CSp-NIV_B4-98-0024,702676.2641,9859629.13,0,15,1.05,22.45
CSp-NIV_B4-98-0025,704146.4262,9859814.18,0,25,0.86,52.61
CSp-NIV_B4-98-0026,703783.2761,9858847.342,0,25,0.87,51.16
CSp-NIV_B4-98-0113,706004.5718,9852882.833,0,26,0.83,100.52
CSp-NIV_B4-99-0006,698691.7941,9856289.973,0,25,0.66,52.26
CSp-NIV_B4-99-0007,698669.3574,9855498.234,0,20,0.53,38.52
CSp-NIV_B4-99-0016,701239.5842,9870427.142,0,30,0.69,32.95
CSp-NIV_B4-99-0017,705611.2788,9870869.817,0,14,0.94,32.66
CSp-NIV_B4-99-0018,707049.5791,9870768.493,0,21,1.03,24.13
CSp-NIV_B4-99-0019,706930.302,9870771.237,0,15,1.01,27.61
CSp-NIV_B4-99-0024,698085.6615,9865348.716,0,13,0.64,52.96
CSp-NIV_D1-86-0017,690277.6672,9835236.716,0,30,1.07,15.95
CSp-NIV_D1-86-0018,689926.4708,9835626.079,0,15,1.03,5.39
CSp-NIV_D1-86-0019,689419.9571,9835661.829,0,30,1.01,33.53
CSp-NIV_D1-86-0020,688503.5807,9835610.818,0,20,1.05,25
CSp-NIV_D1-86-0023,694110.6222,9841512.915,0,20,0.9,50.87
CSp-NIV_D1-86-0024,694065.6646,9841629.511,0,30,1.22,28.77
CSp-NIV_D1-96-0029,693744.5945,9846684.389,0,18,0.89,45.13
CSp-NIV_D1-96-0030,693095.7544,9845980.667,0,28,1.04,19.08
CSp-NIV_D1-96-0031,692887.7928,9846442.789,0,18,0.76,35.67
CSp-NIV_D1-96-0032,692881.2581,9844661.704,0,28,1.06,17.29
CSp-NIV_D1-96-0033,692305.8479,9843051.475,0,23,1.12,10.03
CSp-NIV_D1-96-0036,692324.8448,9841712.371,0,26,0.99,28.54
CSp-NIV_D1-98-0001,692330.0875,9850269.716,0,20,0.95,18.62
CSp-NIV_D1-98-0002,693242.9828,9850181.974,0,20,0.93,25.35
CSp-NIV_D1-98-0003,693561.7712,9850528.759,0,19,1.08,14.44
CSp-NIV_D1-98-0004,694087.6435,9849696.646,0,25,1.06,19.78
CSp-NIV_D1-98-0005,694398.5357,9849801.504,0,30,1.04,24.25
CSp-NIV_D1-98-0006,694049.0826,9849247.958,0,25,1.09,40.08
CSp-NIV_D1-98-0007,693608.8241,9847732.469,0,10,1.02,33.24
CSp-NIV_D1-98-0008,694380.4535,9841337.44,0,18,1.07,21.81
CSp-NIV_D1-98-0027,683711.3728,9838471.942,0,20,1.06,23.26
CSp-NIV_D1-98-0028,689463.161,9836511.771,0,30,1.02,28.48
CSp-NIV_D1-98-0029,688970.3522,9836478.533,0,28,1.06,21
CSp-NIV_D1-98-0030,686679.6501,9838182.205,0,15,1.07,21.17
CSp-NIV_D1-98-0031,686822.2788,9838252.251,0,17,1.08,21.4
CSp-NIV_D1-98-0032,687189.5969,9839557.037,0,21,1.06,24.54
CSp-NIV_D1-98-0033,689093.5588,9838505.209,0,18,1,29.06
CSp-NIV_D1-98-0034,689564.5668,9840176.718,0,24,1.08,23.2
CSp-NIV_D1-99-0026,693005.3008,9841104.845,0,25,1.08,19.72
CSp-NIV_D1-99-0027,693162.4313,9841216.564,0,29,1.06,4.52
CSp-NIV_D1-99-0028,692297.7372,9841573.719,0,29,1.01,34.86
CSp-NIV_D1-99-0030,694572.8379,9843447.115,0,26,1.03,30.63
CSp-NIV_D1-99-0032,692387.5647,9841175.15,0,24,1.09,17.34
CSp-NIV_D1-99-0033,690110.3197,9840946.421,0,28,1.05,27.03
CSp-NIV_D2-86-0002,718461.506,9836270.017,0,25,0.86,65.08
CSp-NIV_D2-86-0004,718151.6014,9836612.362,0,30,0.93,39.39
CSp-NIV_D2-86-0007,721045.9944,9835109.475,0,30,0.97,34.63
CSp-NIV_D2-86-0008,720699.2411,9835295.224,0,25,0.61,38.92
CSp-NIV_D2-86-0010,701168.9891,9839657.007,0,15,1.03,18.21
CSp-NIV_D2-86-0021,695736.8553,9842294.408,0,30,1.11,33
CSp-NIV_D2-86-0022,695372.5736,9842179.779,0,20,1.04,28.6
CSp-NIV_D2-86-0025,698098.6761,9843606.196,0,15,1.27,17.58
CSp-NIV_D2-86-0026,697294.0534,9842849.683,0,20,1.07,21.58
CSp-NIV_D2-86-0027,696984.8768,9842584.768,0,10,0.88,44.78
CSp-NIV_D2-86-0027,696984.8768,9842584.768,10,30,1.01,11.25
CSp-NIV_D2-86-0028,696963.6613,9842682.798,0,20,1.08,17.4
CSp-NIV_D2-86-0029,696574.5786,9842531.099,0,30,1,21.58
CSp-NIV_D2-86-0101,707322.9728,9839198.149,0,28,0.71,56.73
CSp-NIV_D2-86-0102,707167.5186,9839539.493,0,20,0.71,51.45
CSp-NIV_D2-86-0105,705735.995,9844680.994,0,10,1.03,15.26
CSp-NIV_D2-86-0106,698189.499,9842528.341,0,30,1.05,17.46
CSp-NIV_D2-86-0107,698073.2287,9842035.565,0,22,0.98,33.58
CSp-NIV_D2-86-0108,694924.4075,9840598.821,0,25,0.94,36.43
CSp-NIV_D2-92-0001,721193,9845283,0,18,0.96,56.5
CSp-NIV_D2-92-0002,718771,9844670,0,25,0.87,50.99
CSp-NIV_D2-92-0003,718709,9844598,0,25,1,49.59
CSp-NIV_D2-92-0005,720486,9843995,0,25,0.84,58.82
CSp-NIV_D2-92-0009,721992,9852181,0,25,0.92,44.32
CSp-NIV_D2-92-0011,720356,9845803,0,28,0.87,52.55
CSp-NIV_D2-92-0013,719838,9843891,0,20,1.02,58.35
CSp-NIV_D2-95-0001,718749.3795,9841323.802,0,30,0.81,68.85
CSp-NIV_D2-95-0002,719477.8851,9843064.224,0,30,0.91,54.81
CSp-NIV_D2-95-0003,717562.2248,9842670.627,0,25,0.77,62.47
CSp-NIV_D2-95-0004,718705.48,9842813.997,0,30,0.72,60.5
CSp-NIV_D2-95-0005,713185.6678,9843707.836,0,30,0.62,130.8
CSp-NIV_D2-95-0006,714128.7573,9845102.522,0,25,0.74,65.55
CSp-NIV_D2-95-0007,715144.8322,9849111.569,0,20,0.72,77.9
CSp-NIV_D2-95-0008,715438.5047,9848622.188,0,30,0.81,61.19
CSp-NIV_D2-95-0009,715703.5507,9848759.253,0,30,0.77,71.4
CSp-NIV_D2-96-0001,698971.4679,9845238.573,0,19,1.05,16.82
CSp-NIV_D2-96-0003,703256.5817,9842510.451,0,20,0.86,64.5
CSp-NIV_D2-96-0004,704963.7132,9842683.63,0,30,0.71,50.41
CSp-NIV_D2-96-0011,696849.8179,9852384.803,0,18,1.04,18.91
CSp-NIV_D2-96-0035,695482.9089,9843911.124,0,28,1,25.81
CSp-NIV_D2-98-0001,717513.7655,9837109.335,0,25,0.78,78.13
CSp-NIV_D2-98-0002,718599.5322,9837179.676,0,30,0.8,65.72
CSp-NIV_D2-98-0006,722124.1045,9836316.248,0,20,0.84,56.9
CSp-NIV_D2-98-0007,721560.4454,9835247.308,0,25,0.84,56.61
CSp-NIV_D2-98-0008,721426.5984,9834216.668,0,25,0.95,56.15
CSp-NIV_D2-98-0009,719406.8877,9835255.55,0,20,0.8,65.49
CSp-NIV_D2-98-0011,706035.3743,9851540.703,0,28,0.83,92.81
CSp-NIV_D2-98-0012,705792.5349,9851198.697,0,25,0.84,83.29
CSp-NIV_D2-98-0014,705489.4037,9850355.131,0,30,0.72,40.26
CSp-NIV_D2-98-0035,711274.915,9834161.879,0,25,0.82,65.95
CSp-NIV_D2-99-0001,706062.646,9841654.108,0,25,0.79,62.7
CSp-NIV_D2-99-0002,706351.7833,9842157.329,0,26,0.88,47.04
CSp-NIV_D2-99-0003,706274.2036,9842616.178,0,24,0.6,48.96
CSp-NIV_D2-99-0008,699065.9796,9836592.255,0,29,0.93,31.61
CSp-NIV_D2-99-0009,698239.5767,9836869.11,0,18,0.95,33.24
CSp-NIV_D2-99-0010,697569.3516,9836457.939,0,14,0.91,40.49
CSp-NIV_D2-99-0011,697129.0524,9838102.506,0,29,1.02,19.26
CSp-NIV_D2-99-0012,696697.2675,9839439.086,0,29,1.01,29.29
CSp-NIV_D2-99-0031,696997.2407,9842298.302,0,30,1.04,27.32
CSp-NIV_D3-81-0045,694261.216,9818431.824,0,25,1.03,25.46
CSp-NIV_D3-81-0046,694411.4332,9819212.392,0,25,1.03,27.9
CSp-NIV_D3-81-0047,690376.896,9819696.089,0,25,1.05,25.06
CSp-NIV_D3-82-0042,693478.9946,9815889.178,0,30,0.86,50.64
CSp-NIV_D3-82-0043,693767.5408,9817010.455,0,25,1.03,20.42
CSp-NIV_D3-82-0044,693018.6569,9817303.505,0,30,1.07,15.49
CSp-NIV_D3-86-0015,691020.3568,9832971.253,0,25,0.93,36.25
CSp-NIV_D3-86-0016,690969.631,9833036.368,0,30,1.03,17.69
CSp-NIV_D3-87-0006,689540.7344,9818716.019,0,15,1.11,7.66
CSp-NIV_D3-88-0052,683664,9818878,0,25,1.11,13.81
CSp-NIV_D3-88-0053,685690,9818862,0,30,1.07,17.4
CSp-NIV_D3-90-0045,691715.1322,9822113.86,0,20,0.74,35.96
CSp-NIV_D3-90-0046,692244.5591,9820177.732,0,20,1.03,28.54
CSp-NIV_D3-98-0015,691406.2212,9831784.836,0,25,1.01,24.59
CSp-NIV_D3-98-0016,690170.1906,9831758.27,0,25,0.95,31.67
CSp-NIV_D3-98-0017,690159.7264,9832181.042,0,20,0.86,47.8
CSp-NIV_D3-99-0013,694556.1271,9832899.185,0,25,0.75,44.9
CSp-NIV_D3-99-0014,693200.904,9832959.351,0,23,1.06,23.14
CSp-NIV_D4-81-0016,708060.1398,9815810.142,0,30,0.65,46.23
CSp-NIV_D4-81-0044,695517.4642,9818600.66,0,30,1,28.54
CSp-NIV_D4-81-0048,694963.3993,9821619.025,0,20,1.02,31.38
CSp-NIV_D4-81-0049,695522.8286,9822073.708,0,25,1.01,30.63
CSp-NIV_D4-81-0050,695587.6988,9822259.801,0,30,0.97,39.73
CSp-NIV_D4-82-0045,698907.1549,9816190.7,0,20,1.02,25.7
CSp-NIV_D4-82-0048,699889.8346,9818061.623,0,25,0.84,58.53
CSp-NIV_D4-86-0021,720588.0265,9830596.983,0,30,1.06,16.94
CSp-NIV_D4-86-0023,719140.2227,9822090.804,0,20,1.08,7.42
CSp-NIV_D4-86-0024,719263.2284,9821812.358,0,25,1.06,17.69
CSp-NIV_D4-86-0030,721384.2953,9816012.562,0,25,1.08,18.74
CSp-NIV_D4-86-0031,721945.5199,9822560.218,0,15,1.07,14.33
CSp-NIV_D4-87-0008,697811.5758,9824482.152,0,18,1.04,21.69
CSp-NIV_D4-87-0008,697811.5758,9824482.152,18,30,1.04,23.32
CSp-NIV_D4-88-0055,701503,9826409,0,25,0.83,39.39
CSp-NIV_D4-88-0057,700079,9825317,0,30,0.56,33.82
CSp-NIV_D4-88-0058,699353,9825255,0,20,1.06,24.94
CSp-NIV_D4-90-0048,704232.0139,9825390.079,0,15,0.98,31.84
CSp-NIV_D4-90-0048,704232.0139,9825390.079,15,30,1.02,18.39
CSp-NIV_D4-90-0049,706262.426,9827335.297,0,25,0.89,50.23
CSp-NIV_D4-92-0018,720390,9824509,0,13,1.05,9.05
CSp-NIV_D4-92-0019,720456,9824358,0,25,1.07,14.85
CSp-NIV_D4-92-0020,716929,9833769,0,25,0.83,61.37
CSp-NIV_D4-92-0021,716811,9833113,0,30,0.85,61.08
CSp-NIV_D4-92-0022,717925,9832247,0,22,0.73,46.52
CSp-NIV_D4-92-0023,720822,9825575,0,18,1.09,14.27
CSp-NIV_D4-92-0024,720678,9824721,0,18,1.04,22.8
CSp-NIV_D4-92-0025,720410,9825202,0,10,1.1,10.44
CSp-NIV_D4-92-0027,720205,9825711,0,15,1.09,14.73
CSp-NIV_D4-95-0018,717267.1427,9826140.068,0,25,1.19,22.33
CSp-NIV_D4-95-0019,716752.9302,9826309.853,0,30,1.08,17.98
CSp-NIV_D4-95-0022,719364.8144,9827369.831,0,20,1.08,19.03
CSp-NIV_D4-95-0023,717354.3875,9819692.375,0,30,1.09,15.49
CSp-NIV_D4-95-0024,716589.9254,9820368.758,0,30,1.06,22.97
CSp-NIV_D4-95-0027,720438.8445,9820523.734,0,30,1.05,21.58
CSp-NIV_D4-95-0028,717354.0502,9818470.759,0,25,1.13,5.86
CSp-NIV_D4-95-0029,719581.1988,9818579.073,0,25,1.07,17.17
CSp-NIV_D4-95-0030,720401.1242,9818349.836,0,10,1.07,20.48
CSp-NIV_D4-95-0032,721615.0121,9818831.148,0,15,1.08,14.44
CSp-NIV_D4-95-0043,706410.131,9820085.928,0,30,0.83,69.37
CSp-NIV_D4-95-0045,706918.9742,9820149.416,0,30,0.81,81.26
CSp-NIV_D4-95-0047,708319.2746,9819318.26,0,20,0.69,70.01
CSp-NIV_D4-96-0020,719899.9435,9828200.054,0,30,1.07,17.98
CSp-NIV_D4-96-0021,719424,9828373,0,30,1.09,13.11
CSp-NIV_D4-96-0025,718006,9816321,0,25,1.06,22.91
CSp-NIV_D4-96-0026,713805,9818756,0,20,1.05,19.37
CSp-NIV_D4-96-0028,719893.4124,9816103.21,0,18,1.08,18.5
CSp-NIV_D4-98-0018,713597.7379,9831821.999,0,25,0.83,83.35
CSp-NIV_D4-98-0019,716719.5292,9831918.844,0,25,0.78,69.43
CSp-NIV_D4-98-0020,717923.845,9831509.872,0,25,0.95,49.3
CSp-NIV_D4-98-0021,717633.5267,9831502.884,0,30,0.89,51.97
CSp-NIV_D4-98-0022,718798.4964,9831380.581,0,30,1.04,20.53
CSp-NIV_D4-98-0023,720565.6494,9821002.011,0,15,1.03,26.91
CSp-NIV_D4-98-0023,720565.6494,9821002.011,15,30,1.07,15.89
CSp-NIV_D4-98-0024,721388.8764,9821492.021,0,20,1.09,15.02
CSp-NIV_D4-98-0025,721994.3637,9821395.188,0,25,1.1,13.05
CSp-NIV_D4-98-0026,722129.2223,9821908.932,0,25,1.5,16.47
CSp-NIV_D4-98-0027,721959.3789,9823011.059,0,20,1.04,24.01
CSp-NIV_D4-98-0033,702989.3826,9831578.649,0,22,0.6,69.03
CSp-NIV_D4-98-0034,709529.9916,9833803.72,0,30,0.56,60.67
CSp-NIV_F1-81-0051,694250.5302,9810251.947,0,15,0.93,52.15
CSp-NIV_F1-81-0052,693807.0614,9811407.712,0,15,1.01,36.95
CSp-NIV_F1-82-0049,694159.4941,9810160.904,0,10,0.9,42.05
CSp-NIV_F1-82-0050,694471.1634,9811624.666,0,20,0.96,33.35
CSp-NIV_F1-88-0066,693342,9815322,0,30,0.77,43.56
CSp-NIV_F2-100-0001,706718,9814235,0,10,0.93,44.14
CSp-NIV_F2-100-0002,706660,9814483,0,25,0.84,41.88
